,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
3--2--3--0,9.6,-2.653,-2.676,-2.689,3.533,-2.665,-2.672,6.278,6.304,-2.702,,6449,264,248,276,290,263,238,269,259,287,,61908.54,-700.334,-663.705,-742.206,1024.427,-700.799,-635.977,1688.653,1632.726,-775.576
3--2--3--1,8.604,-3.647,-3.675,-3.686,2.507,-3.714,-3.706,5.285,-3.667,-1.735,,3224,145,162,140,130,140,151,160,137,122,,27739.819,-528.845,-595.282,-516.083,325.912,-519.964,-559.635,845.582,-502.316,-211.666
3--2--3--2,7.605,-4.699,-4.67,-4.682,1.537,-4.69,-4.653,4.309,-4.695,-0.705,,13525,606,643,619,617,599,582,631,573,586,,102855.014,-2847.628,-3003.096,-2898.126,948.23,-2809.091,-2707.986,2718.805,-2690.058,-413.01
3--2--3--3,6.598,-5.671,-5.734,-5.708,0.548,-5.68,-5.618,3.32,-5.722,0.365,,3192,125,131,132,136,122,133,152,139,144,,21060.954,-708.924,-751.089,-753.466,74.547,-692.932,-747.137,504.652,-795.352,52.575
3--3--0--0,12.512,0.229,0.225,0.232,9.548,9.537,9.537,0.236,0.228,0.24,,23328,1001,1047,1070,1039,1035,1028,1044,1090,1085,,291869.866,229.515,235.728,248.687,9919.992,9870.629,9804.331,246.858,248.076,259.947
3--3--0--1,11.506,-0.712,-0.792,-0.817,8.536,8.533,-0.83,-0.806,1.228,1.283,,2818,119,114,140,130,119,133,110,121,111,,32424.376,-84.785,-90.27,-114.398,1109.645,1015.427,-110.439,-88.682,148.569,142.455
3--3--0--2,10.513,-1.778,-1.782,-1.778,7.542,7.537,-1.771,-1.781,2.228,2.219,,42683,2287,2228,2247,2232,2173,2226,2195,2211,2206,,448710.045,-4065.981,-3971.258,-3994.137,16832.657,16377.044,-3941.532,-3908.655,4927.045,4895.753
3--3--0--3,9.496,-2.784,-2.769,-2.723,6.563,6.537,-2.854,-2.819,3.229,3.169,,2435,114,114,111,112,122,128,95,93,111,,23122.816,-317.356,-315.697,-302.219,735.008,797.508,-365.26,-267.817,300.288,351.726
3--3--1--0,11.51,-0.777,-0.821,-0.799,8.53,-0.787,-0.786,2.246,2.218,-0.805,,4223,190,177,179,181,173,195,159,182,163,,48608.823,-147.595,-145.23,-143.013,1543.862,-136.14,-153.241,357.128,403.744,-131.179
3--3--1--1,10.506,-1.742,-1.613,-1.845,7.435,-1.714,-1.892,1.265,3.244,0.209,,607,28,22,25,28,20,33,31,23,27,,6377.158,-48.762,-35.477,-46.123,208.185,-34.287,-62.429,39.207,74.601,5.639
3--3--1--2,9.501,-2.789,-2.774,-2.739,6.56,-2.797,-2.745,0.236,4.211,1.229,,2476,104,106,120,114,97,102,96,94,106,,23523.552,-290.009,-294.067,-328.718,747.829,-271.269,-279.951,22.631,395.846,130.233
3--3--1--3,8.527,-4.004,-3.767,-3.685,5.502,-3.894,-3.767,-0.802,-3.713,2.353,,704,28,31,35,37,33,37,44,34,41,,6003.193,-112.101,-116.771,-128.972,203.562,-128.501,-139.394,-35.304,-126.237,96.477
3--3--2--0,10.507,-1.777,-1.754,-1.788,7.531,-1.752,-1.772,4.2,4.225,-1.756,,16543,757,779,726,748,724,730,778,773,703,,173813.024,-1345.054,-1366.453,-1297.955,5633.26,-1268.482,-1293.746,3267.743,3266.063,-1234.456
3--3--2--1,9.517,-2.755,-2.809,-2.781,6.639,-2.811,-2.733,3.235,5.274,-0.813,,2220,87,73,88,87,95,96,110,91,83,,21127.644,-239.715,-205.029,-244.769,577.593,-267.013,-262.377,355.862,479.968,-67.454
3--3--2--2,8.504,-3.786,-3.769,-3.769,5.555,-3.763,-3.737,2.216,-3.774,0.217,,15121,664,705,635,775,618,695,634,687,683,,128594.469,-2513.8,-2656.953,-2393.245,4305.494,-2325.703,-2597.208,1405.049,-2592.937,147.943
3--3--2--3,7.508,-4.705,-4.764,-4.714,4.572,-4.744,-4.785,1.219,-4.737,1.251,,2931,135,120,129,136,114,110,104,122,101,,22007.108,-635.134,-571.66,-608.088,621.756,-540.803,-526.326,126.794,-577.864,126.315
3--3--3--0,9.511,-2.782,-2.712,-2.85,6.492,-2.749,-2.851,6.26,6.3,-2.749,,1276,73,51,58,84,60,48,53,49,57,,12135.861,-203.119,-138.307,-165.322,545.307,-164.917,-136.868,331.772,308.678,-156.697
3--3--3--1,8.518,-3.738,-3.638,-3.716,5.515,-3.767,-3.688,5.095,-3.71,-1.623,,671,16,16,23,21,27,28,21,31,31,,5715.71,-59.805,-58.208,-85.474,115.825,-101.699,-103.256,106.994,-114.999,-50.317
3--3--3--2,7.51,-4.813,-4.766,-4.752,4.438,-4.74,-4.774,4.22,-4.746,-0.744,,2871,110,123,109,141,132,124,134,113,102,,21561.247,-529.394,-586.171,-517.93,625.824,-625.689,-591.915,565.53,-536.343,-75.858
3--3--3--3,6.498,-6.015,-5.787,-5.855,3.49,-5.808,-5.782,3.331,-5.735,0.219,,625,19,23,30,72,28,26,25,27,25,,4061.099,-114.286,-133.1,-175.641,251.304,-162.633,-150.329,83.267,-154.848,5.478
,,,,,,,,,,,,1416205,919616,393779,421268,678792,510539,319866,384842,273997,273050,,8.127,6.266,2.49,3.179,6.16,4.988,1.79,1.918,1.298,0.902
